userId,movieId,rating,timestamp
416,3624,2.0,1187495345
562,64969,4.0,1368896716
452,2353,5.0,1019584545
562,5064,4.0,1368897010
522,2094,1.5,1253342796
352,1196,4.0,1493931935
448,1125,4.0,1019127479
314,6,3.0,842432711
139,66097,2.5,1453924898
47,81932,4.0,1496205315
219,1748,3.5,1237238967
571,1345,4.0,966900315
8,432,1.0,839463702
138,1019,5.0,1222676090
288,539,3.0,978559702
127,4226,2.0,1263527337
354,2321,4.0,1200870858
469,1227,5.0,965336739
365,51662,3.5,1488333581
181,196,2.0,845469702
601,49272,4.0,1521467766
362,40819,4.5,1530643637
414,5903,4.0,1056125960
555,2387,3.0,978747416
590,7147,3.0,1258422276
249,115569,5.0,1426457831
393,293,5.0,1430505916
298,45666,1.5,1466277955
292,5267,2.5,1140269568
318,74789,3.0,1282237624
465,2009,4.0,959896218
593,45722,1.0,1181007836
197,318,4.0,947462973
106,31696,2.5,1467360494
387,4621,1.0,1095121329
580,337,4.0,1167792413
537,69844,4.0,1424140099
249,69844,4.0,1415415455
460,541,3.0,1359176916
341,6863,3.0,1487285084
190,88125,5.0,1504310673
414,6059,3.0,1073314982
274,3535,5.0,1172008077
380,1136,5.0,1493473845
186,2628,4.0,1031079926
509,31685,2.5,1435992739
512,300,4.0,841449359
562,84374,3.5,1368896795
387,40732,3.5,1182314248
95,6979,4.0,1105401227
159,63082,0.5,1508640286
597,2406,4.0,940420917
4,1580,3.0,986935244
520,1779,4.0,1326607964
96,1587,2.0,964774275
414,4326,3.0,992878249
489,923,3.5,1335869037
160,2641,2.0,971436749
177,2761,2.0,1435534920
200,165,4.0,1229886183
480,30812,4.0,1179160700
104,60397,4.5,1219930232
169,3160,5.0,1075135424
64,2395,5.0,1161529301
119,105844,4.0,1448750575
207,100,3.0,1258548270
89,4728,3.0,1520408527
599,29,3.5,1498500987
608,1991,3.0,1117506777
15,91529,2.0,1510571987
182,4848,5.0,1067119039
328,3114,4.5,1494210386
458,454,5.0,845651761
357,7451,4.5,1348627895
404,151,3.0,838376027
5,475,5.0,847435311
136,595,3.0,832449197
104,3489,3.5,1053336440
353,122,3.0,831940167
387,1247,4.5,1126495005
525,8370,4.5,1476477072
35,590,5.0,830940157
348,590,4.0,1378851576
123,44199,4.0,1447292466
66,223,3.5,1093747608
18,142488,4.5,1486643850
51,6807,5.0,1230929347
469,1356,3.0,965334230
274,4643,2.0,1171759286
124,1644,2.5,1336409697
370,6377,3.5,1159161838
373,50,5.0,846830055
68,337,3.5,1158533077
584,47,5.0,834987730
6,256,3.0,845553726
580,2826,4.0,1167790120
60,3386,4.0,1393541937
84,537,3.0,858772239
517,2100,2.0,1488399419
387,913,4.5,1123041880
139,8985,0.5,1453925292
140,3301,4.0,1013599884
573,86332,4.5,1341797590
118,1625,4.0,944924731
610,3535,4.5,1493845085
176,292,3.0,840108793
414,1459,3.0,961692588
488,3396,4.0,1112382734
356,8874,5.0,1229139941
288,3271,4.0,976121109
608,471,1.5,1117161794
610,6440,4.5,1479544324
265,1573,2.0,965315025
182,3683,4.5,1054780206
534,8368,3.5,1459787995
54,339,3.0,830247389
555,2146,3.0,978822601
111,34,2.5,1516153818
414,5992,3.5,1077917666
305,1262,5.0,1463503090
256,3949,4.0,1446580240
111,117590,3.5,1516152290
109,216,2.0,841108967
84,585,3.0,858772326
34,5378,4.0,1162048024
177,4896,5.0,1435524313
469,288,2.0,965334440
288,6534,3.5,1068836891
555,2642,3.0,978823527
433,778,4.5,1506824039
600,3476,0.5,1237715784
63,97913,5.0,1443348579
552,1196,5.0,1111473084
474,2942,3.0,1047044007
395,34,3.0,841503656
249,86880,3.5,1415415927
587,2289,4.0,953137911
477,5444,4.0,1200941819
463,1320,4.0,1145459413
292,106487,4.5,1453675869
490,35836,3.0,1328145414
607,2628,3.0,963171321
95,1374,4.5,1105400929
493,1197,4.0,1001562338
452,1196,5.0,1013395184
409,1259,4.0,968978986
608,4022,3.0,1117408281
99,160,2.0,829828005
366,122882,2.0,1445546624
477,802,3.5,1200941286
232,45672,3.5,1218166204
100,2329,4.0,1100186142
511,527,5.0,1450093983
484,81847,5.0,1342297950
305,2528,3.5,1520341899
93,367,5.0,942946986
260,5219,3.0,1109408719
534,106918,3.0,1459795391
24,4489,4.0,1458943981
561,3994,4.0,1491094393
39,1967,4.0,974789854
462,1246,1.0,1123890667
428,216,3.0,1111623970
82,1,2.5,1084467729
45,1367,3.0,951170563
239,1610,4.0,1221158438
599,3030,5.0,1498457210
100,8529,4.0,1100184289
344,5618,4.5,1420497259
583,2706,3.0,1481474247
7,32587,3.5,1128486479
68,3826,3.0,1158535090
45,3247,3.0,950740361
109,377,3.0,841107538
187,1917,1.5,1161863936
132,261,4.0,1157923139
116,736,4.0,1337199815
482,3527,4.0,1105396978
316,45,4.5,1111493212
382,64957,5.0,1515160894
517,1953,1.5,1487958128
68,485,2.5,1158533833
318,2502,4.0,1272569156
129,31658,4.0,1167378071
192,349,5.0,835128746
448,1544,2.0,1032164659
608,1580,3.5,1117490704
41,54001,0.5,1458939744
448,6595,1.5,1063909065
387,3421,4.0,1094877207
563,597,4.0,1440793757
527,2918,4.0,1033174269
195,32,4.0,974709650
448,49649,1.0,1192302220
200,1777,5.0,1229887270
256,6550,3.0,1446581194
334,4878,3.5,1292093828
51,1784,5.0,1230932378
232,43928,2.5,1163916488
221,1260,4.5,1119984162
414,3361,4.0,961595525
28,4855,2.5,1234514717
546,3917,4.0,973588592
464,2986,2.5,1275547958
474,3745,3.0,1119232773
273,589,5.0,835861286
305,89904,4.5,1460303873
599,3686,2.0,1519139115
452,4027,5.0,1013395837
419,3999,2.5,1318337978
448,4874,2.0,1019563961
479,2990,3.0,1039362455
479,3671,5.0,1039362185
379,592,3.0,847397201
382,382,3.5,1515173045
91,1193,4.0,1112711128
530,339,4.0,843226873
86,595,4.0,1344083094
66,1,4.0,1104643957
305,2302,5.0,1519571072
599,4487,3.5,1498501306
1,2987,5.0,964982495
182,3429,4.5,1063648871
275,2959,5.0,1049078913
561,586,3.5,1491095448
167,3087,4.0,1154721654
351,3252,4.0,1325979981
226,56757,4.0,1213033221
125,88129,4.5,1474294429
483,597,3.0,1178293142
20,1030,3.0,1054038374
4,1304,3.0,945078467
176,485,3.0,840109075
373,32,4.0,846830055
208,2571,5.0,940638581
59,2076,5.0,953610526
325,3108,4.0,1039397908
414,2640,3.0,961514795
446,273,1.0,843839544
599,2872,3.5,1498501391
332,7482,3.5,1352674125
580,1408,3.5,1167792617
357,19,2.0,1348612202
279,48774,4.5,1506394710
438,168,3.5,1105667020
381,3082,3.5,1167543035
480,1396,2.5,1179178612
326,7160,4.5,1322250857
469,2746,3.0,965336283
33,805,1.0,939716819
51,45666,3.5,1230931675
57,410,2.0,972174771
111,1569,3.5,1516155051
298,4299,1.0,1447598419
316,4720,2.5,1111493559
19,3070,5.0,965703674
298,4720,0.5,1447598212
222,4995,4.5,1391350753
28,1480,3.0,1277002141
195,3897,5.0,974938295
430,4370,3.0,994561699
113,1183,5.0,980051704
83,71535,2.0,1333841976
342,3824,2.0,1042821872
345,3489,4.0,1342826722
20,588,5.0,1054038059
597,1186,5.0,941639892
305,7153,5.0,1460135291
438,3173,3.5,1105649882
387,4993,3.0,1117355720
347,380,3.0,847645537
312,5991,4.0,1043177830
109,272,3.0,841108751
177,56775,4.0,1435526726
486,10,4.0,839537237
240,364,4.0,849122256
318,52973,3.5,1240162659
77,5952,5.0,1535107482
474,5060,3.0,1053020947
217,216,1.0,955944662
381,5459,2.5,1168664750
438,1302,4.0,1105649777
386,733,3.0,842613914
555,2124,4.0,978748308
241,68157,4.5,1447536915
104,4018,3.5,1053336498
89,69406,3.0,1520408463
583,317,4.0,1481474333
272,119145,4.0,1532266319
318,1289,3.5,1519770812
226,54001,4.0,1198991650
212,1258,4.0,1490115560
130,339,4.0,832589610
570,186,0.5,1181476009
182,3633,3.0,1057526146
63,48774,5.0,1443199974
28,599,3.0,1234514490
307,8368,3.0,1186162492
599,5903,2.5,1498514024
534,47,4.0,1459787998
606,2702,3.5,1171327432
375,500,3.0,1225314367
29,953,5.0,1307906372
50,1036,3.5,1514238054
89,86882,2.5,1520408810
229,290,4.0,836942200
279,71535,4.0,1506395593
260,1230,3.5,1109408266
465,969,5.0,959896591
268,2403,2.0,940194450
17,7099,5.0,1322628786
105,90405,3.5,1447563417
438,39292,2.5,1142805121
121,337,4.0,847656180
234,4306,5.0,1004407733
132,6218,3.0,1157979608
50,6539,3.0,1514238028
275,2918,5.0,1049076911
294,2081,1.0,966595386
260,5618,4.5,1109410553
561,2411,3.5,1491091293
102,540,1.0,835877588
603,2532,4.0,963177144
104,3060,4.0,1048587390
182,480,3.5,1120879567
19,742,3.0,965711994
237,2505,3.5,1410630733
288,60069,4.5,1230312815
223,590,3.0,1226209783
349,480,3.0,834751024
587,1374,4.0,953142126
489,8623,3.0,1333233961
229,10,4.0,836941790
235,592,3.0,841422308
403,3386,4.0,1225243423
141,8368,4.0,1513130067
555,2628,5.0,978841879
426,69844,5.0,1451080617
275,1265,5.0,1049076470
510,1020,3.0,1141159353
599,2949,2.5,1519121895
288,44195,4.0,1203019525
63,3088,4.0,1443199884
312,2366,4.0,1043176065
331,1391,3.5,1537235369
2,79132,4.0,1445714841
182,4641,4.0,1054780382
515,60069,5.0,1513602036
370,367,3.5,1159162899
63,1580,2.0,1443201093
307,2018,3.0,1186085837
