userId,movieId,timestamp
288,1367,978470103
563,68954,1439933079
510,39292,1141160547
243,434,837155121
590,6936,1258427137
64,2761,1161565763
502,903,1111757298
425,8807,1106482713
439,4022,1436943813
232,4823,1206995511
7,5618,1106713586
419,8361,1322305180
332,2717,1352670943
182,45,1075764933
277,786,861812827
95,608,1069614364
136,172,832449475
337,648,860255716
182,5902,1054781154
356,8917,1229141085
131,6016,1349840193
323,111364,1422640881
305,1240,1460135792
391,1892,1030944520
323,273,1422640621
305,94677,1460365912
483,1029,1181496771
330,2918,1285905299
68,54286,1208743372
205,96079,1519900258
564,58047,1478452272
105,2571,1446571567
144,2762,1137323586
509,231,1436027198
610,3452,1493846086
168,1225,1306801804
68,135,1261624168
239,3977,1221158388
177,47,1435533571
80,53953,1377391519
119,88163,1448750538
212,7153,1523216461
509,1517,1436030426
462,2064,1123891919
509,30793,1436027394
483,48385,1215544189
597,1449,940361972
173,527,843398045
84,1091,860398934
367,4639,997813682
437,36,859721015
608,5989,1189471178
182,3527,1054779963
269,32,850865423
596,102445,1535827137
311,16,1057854247
420,527,1218041177
414,1020,961438911
43,1084,848994795
247,54286,1467644268
307,5349,1242822663
599,2058,1498524940
509,8361,1435993644
3,1371,1306463561
115,2028,944950805
317,79293,1430513613
560,56367,1469650057
58,596,847719271
24,2571,1458941533
317,6,1430532917
610,319,1479542096
527,1848,1033175938
604,2,832080293
354,2959,1200870129
447,292,836960762
606,2424,1171379808
525,142488,1476476169
84,457,857653593
414,8970,1114376716
465,1617,959895821
589,780,856038815
226,1222,1130137446
480,1101,1179178123
177,903,1435534407
414,216,961439379
573,6378,1186722628
247,110,1467644232
349,590,834750598
219,1792,1194740281
352,4306,1493675362
380,5944,1494267435
275,1220,1049077048
57,2100,969753562
299,3300,974620300
177,40815,1435524502
186,3984,1031087950
381,45431,1164382943
182,1207,1066639196
517,1148,1487957082
6,314,845554603
200,1923,1229886448
313,1235,1030557475
414,1912,961513710
414,2409,961515958
100,2248,1100184085
307,1036,1189456334
15,172,1299424762
372,1407,874414410
177,45672,1435525411
226,1246,1095662939
80,52604,1377308972
115,588,948322710
288,296,978647227
36,1015,1100803711
51,33615,1230930714
298,37733,1447598613
298,1748,1450369268
219,6482,1198782879
91,610,1112716901
288,1584,975692044
380,36529,1494071285
68,562,1261624214
298,5954,1447598509
64,364,1161520878
239,474,1221866536
551,122918,1504321057
18,1276,1456438623
28,1276,1234338468
111,84772,1516141589
107,266,832003845
162,16,836511416
199,1610,1070938417
185,4308,1044311949
600,208,1237852412
62,3969,1521931842
448,2004,1019128386
315,2529,939920310
301,1193,1211378235
587,2054,953139965
433,91529,1506824058
534,44,1459788735
482,2792,1105396579
510,6787,1141159450
177,1022,1435720405
317,1639,1430517305
51,230,1230928814
453,3146,1005967558
288,3247,978647508
93,349,942946208
57,1198,965798130
237,6377,1410632159
159,357,1508641063
100,594,1100183782
166,6942,1188925104
160,158,971619628
292,434,990062737
211,69481,1350912713
514,2746,1533873623
41,61240,1458938969
146,7444,1312508196
239,4306,1221158396
599,54881,1519137335
182,610,1054783022
285,1945,1453940840
19,1257,965705725
577,2950,945978676
570,4022,1181554622
331,7458,1537158076
264,4886,1136978303
135,2321,1009694854
525,6331,1476477299
525,5956,1476479917
64,1673,1161521563
153,64957,1525552006
521,708,852713185
462,1682,1123891809
555,2987,978821102
603,215,954482557
464,2683,1287400200
232,1265,1219792790
267,589,994467801
201,11,939227085
6,477,845554141
599,64839,1498499708
610,5459,1493844971
217,1527,956194846
380,4308,1494528197
84,224,858772029
453,3753,972621944
56,493,835799427
219,3552,1194827084
298,2115,1452692142
68,58047,1261086167
489,7361,1332772373
401,5952,1510450411
103,72641,1431955337
445,593,1454621794
294,608,966597387
82,3617,1084466455
448,2700,1092830272
156,4029,1106882162
501,15,844973980
305,74458,1460135886
298,2416,1466277975
239,1396,1221866447
352,122904,1493674280
226,2378,1096420028
387,300,1154681852
119,73017,1438439656
534,8528,1459787998
68,3534,1158535913
381,3745,1167543331
493,1918,1001562491
323,1377,1422640474
500,2599,1005527784
130,161,832589610
571,1219,966900180
608,2616,1117505086
160,1960,971113688
493,2916,1001562812
414,82461,1511537107
590,63113,1267238636
484,595,1342295880
18,117176,1473004722
275,2692,1049078140
563,72641,1448076673
606,2628,1197932958
177,94777,1435836793
372,1474,874414588
304,1721,885216165
305,1089,1460135345
305,3147,1460135785
608,1603,1117507275
532,1580,1025523815
166,7361,1188774024
347,317,847645839
414,6620,1074188400
453,1641,972621007
28,5267,1242289147
575,2567,926510311
542,2302,1163386568
491,63859,1526673194
607,3020,963080331
182,6874,1067829786
156,648,1106854675
177,64957,1435526224
76,589,1439168185
177,1089,1435533711
599,1,1498524204
606,1784,1173823790
305,1086,1518197105
414,4638,1008691259
91,515,1112713768
64,2174,1161520624
159,30707,1508640321
64,597,1161520504
527,329,1033175897
313,2916,1030474727
474,6378,1070286880
448,5630,1087807823
284,595,832695208
369,2959,1237083069
274,4720,1173041140
480,3210,1179161725
221,858,1111177420
570,2841,1181555992
82,3977,1084466354
415,3362,1382470447
5,36,847435292
414,60072,1489548293
580,8961,1167674561
19,3247,965707419
62,3752,1521822833
195,1213,974709608
249,1876,1440669135
123,2858,1447291736
555,2352,978820906
282,5669,1378491688
125,8807,1474295383
369,431,1237082122
448,111659,1431189563
596,2640,1535711544
136,231,832449197
455,527,836436304
6,257,845554176
448,2060,1019128577
560,5669,1469649870
226,2291,1097545789
570,1372,1181476107
599,5378,1498524440
62,103042,1525555304
223,736,1226209970
445,4995,1454621925
410,527,990727918
274,158,1171943771
177,4558,1435536496
185,1721,1044311157
307,6711,1186162158
86,2687,1343944855
474,6957,1087995290
125,59784,1474424744
259,2,1146845339
330,1391,1285905736
505,441,1298779472
140,1246,942841791
474,7451,1100291715
480,7173,1179164249
580,1221,1167790632
349,597,834751321
500,2987,1005528301
282,2916,1378495561
534,2986,1459787997
52,74458,1468051642
177,40629,1435526384
417,109487,1532133590
483,4011,1178351162
610,97304,1479542971
294,1588,966596672
168,953,1306793289
608,1020,1117505005
606,5991,1173570295
221,1391,1111177447
73,53996,1464199579
559,597,845475946
537,367,1424317260
72,912,1217324689
391,4886,1032388454
221,3996,1111177367
221,1304,1118246865
489,11,1334170648
249,67087,1353800564
483,356,1415579192
474,2641,994819094
301,454,1211378304
230,34048,1196305083
356,6863,1229143438
177,63876,1435525260
382,110102,1515161925
457,3717,993610945
60,805,1393541754
51,1298,1230930504
91,2396,1112713344
33,261,939715904
381,379,1164381946
603,3273,953924914
610,1997,1479543021
599,96079,1498527663
376,356,1364993979
109,357,841107725
483,1920,1215898218
590,2186,1258783020
51,2533,1230930298
428,3977,1111489658
605,588,1277096156
247,3578,1467644139
437,1042,859722250
475,6534,1498030845
339,64716,1460519299
599,79,1519336237
524,805,852030454
222,6793,1391352161
483,4992,1178293295
592,595,837349901
525,68319,1476481066
573,69122,1248839741
85,527,889467704
203,7458,1390095116
221,1101,1111177417
229,364,838143817
420,1580,1218207686
200,54190,1229877110
434,2762,1270604701
27,2530,965151252
206,1356,850763471
318,60756,1333827970
86,5445,1344082829
274,609,1197186309
86,7361,1344082968
529,736,855583216
566,329,849005292
104,37729,1357584407
593,344,1181008137
339,7347,1460184528
432,60040,1335139587
368,2792,975805658
28,3508,1234338748
160,367,971437089
274,5010,1186752589
136,593,832449522
142,47,838934238
380,136864,1508109526
64,509,1161521558
317,2028,1430361527
386,20,842614033
160,2000,971116347
448,134853,1494080359
543,4545,1230602215
193,2959,1435857218
368,3173,975805658
410,164,990909417
52,49272,1468051362
90,1358,856354551
474,529,979180139
72,527,1217324706
169,631,1059427814
159,40819,1508641048
200,5872,1229887810
93,110,942947377
359,3623,1198113051
474,1358,1100119576
381,41566,1164876956
448,44665,1144951458
293,593,1044870756
141,69844,1513130002
560,316,1469657593
509,60397,1435995877
282,1784,1378498766
487,34405,1428574617
489,1253,1333233169
465,2987,959895860
352,102445,1493932102
230,2,1196305107
474,1125,978576312
108,5378,1042839273
135,1676,1009691761
448,115149,1459265693
280,344,1348435808
62,81834,1521490317
370,2692,1159161785
144,1059,1136813360
521,81,852713417
217,3258,955944976
610,35836,1479542750
408,19,1469521999
534,76251,1459787998
239,6537,1221158800
393,3623,1430507431
249,106782,1390900708
504,4639,1072066207
55,2278,1312747714
561,3702,1491094969
414,225,961518277
495,40278,1458636994
307,2395,1186161884
288,1721,976121266
195,3424,974709348
232,58559,1217541078
460,8961,1359177621
107,292,832003754
316,2054,1111493111
68,4351,1158535559
292,5952,1293562362
70,3147,1355198512
19,3704,965703756
606,4014,1171327083
582,89745,1446792664
57,1036,969754215
480,231,1179177739
551,5010,1504926031
140,3448,1055093016
275,1197,1049076865
298,1201,1450452228
597,1244,941640394
456,708,856883383
200,4886,1229885803
332,4270,1352672612
514,102903,1534052650
566,32,849005720
438,1591,1105670833
599,1834,1498542471
560,4963,1469650011
423,110,1155285864
263,1020,941590705
414,3053,961436852
425,1320,1085490710
265,3831,967559209
600,2013,1237715986
468,432,831400545
608,1193,1117503152
419,2329,1321757403
304,1302,920884238
325,2867,1039396702
535,2702,939029767
323,367,1422640406
38,253,841341271
201,2396,939226586
140,2944,1021898963
167,442,1154719061
221,1288,1119984109
404,185,838375811
477,60684,1236482587
298,589,1447584415
216,3868,975212571
339,1265,1460518931
195,4034,979248837
561,72998,1491095290
363,1784,1502584446
36,1500,1100803341
414,1210,961436248
528,296,1391735987
448,4291,1019563464
564,5283,1478453640
171,290,866905820
177,56587,1435804354
5,110,847434880
417,97938,1536894589
537,69481,1424144794
597,1073,941640238
475,8665,1498030190
306,76093,1518380221
599,105844,1498528415
528,1213,1391735936
325,1371,1039397184
322,272,1217677446
477,5378,1200940178
18,1517,1455748555
305,59315,1518197989
297,1358,900871748
511,2571,1450093985
601,50872,1521398256
448,1459,1275824371
104,4886,1048586617
313,2467,1030556075
524,653,852404591
380,720,1493473914
517,593,1487953156
563,80549,1441846170
509,84954,1435995052
513,923,1159980395
318,53322,1265575097
562,2762,1368894025
592,353,837350372
298,104374,1447558912
480,3785,1179178863
472,1693,1345842979
261,58559,1404881258
177,2096,1435535288
309,1263,1086563613
354,593,1200870268
390,6218,1250338868
333,3646,965671624
135,2115,1009693108
600,1381,1237716028
63,81845,1443200952
438,737,1105670792
234,590,1004408972
401,98809,1515528273
51,54001,1230929858
475,589,1498031516
32,497,856737045
474,3247,1046809604
525,673,1476480430
122,2916,1461562061
488,3114,1112382031
219,2058,1198782304
220,1721,1230055822
287,3160,1110231551
249,103228,1387975029
274,780,1171409792
469,2110,965336793
307,110,1186087165
219,3421,1194686229
405,2021,1302184702
215,260,1260908665
89,4246,1520408372
199,1179,1401308834
331,3751,1537157795
50,96079,1514238937
446,253,843839232
305,3285,1522614739
313,1270,1030474684
33,300,939648134
292,95510,1387893620
307,40278,1186172505
20,2100,1054036178
553,1221,1219559706
415,608,1382470188
168,913,1306802817
451,786,854089331
600,2571,1237712912
557,2628,1452874621
608,1265,1117491561
153,2617,1525552650
105,4890,1446750321
140,2912,1075154522
262,272,840305983
313,648,1030556440
239,53996,1221158771
312,608,1043177445
326,1483,1322250898
603,1997,953925513
286,454,1119562992
117,230,844163734
82,1544,1084468259
188,5060,962559831
290,3735,974938151
599,53894,1498525908
239,8368,1221158422
222,8984,1391353587
307,54503,1197407428
200,4878,1229886349
4,3160,964539121
438,3593,1105654729
274,1036,1171934710
599,832,1501801787
479,5135,1039367856
438,786,1105666611
495,3949,1458635499
216,2018,975211713
441,296,1449070650
221,2336,1119984577
51,6934,1230929340
474,2692,1100119630
363,832,1502584585
292,103772,1421974631
78,1198,1252575207
572,2394,945887535
580,6537,1167792956
330,1580,1285905069
274,6377,1171943773
76,317,1439168918
330,1080,1285904383
60,2067,1393541982
552,2642,1111473196
449,4973,1053199972
414,61240,1283876226
111,55276,1519339024
485,434,837943320
410,3893,990728462
160,3745,1065991630
401,1,1510450550
558,593,1035415332
232,64716,1283133248
94,318,843406707
230,8644,1196304992
181,370,845469972
68,76251,1272756019
392,3824,1027524319
288,2100,975692602
20,4054,1054037695
240,1367,849123405
95,2009,1105401108
182,3618,1063649098
226,6796,1160004628
209,96079,1524607527
266,1079,945669791
590,3508,1258427311
356,5377,1229140027
489,74789,1334171126
220,223,1230055143
489,1220,1385823565
590,8807,1267236744
552,6377,1111473105
588,590,839316050
321,648,843212719
560,111759,1469648012
221,4361,1111177863
382,2991,1515173679
361,420,1204045823
560,122882,1469648716
64,3147,1161520923
116,858,1337199795
43,344,848993662
19,158,965709785
307,2371,1186163223
199,913,1261363313
585,7445,1307417588
264,1028,1136978605
610,33004,1493846744
249,8636,1350831601
451,6,854089242
339,134853,1460183474
474,1027,1060105597
290,2770,975032218
497,593,1429127162
490,3481,1328145199
280,4306,1348532168
7,8984,1106636101
229,457,836942673
561,2422,1491094498
200,1307,1229887127
68,5313,1269123205
217,1061,955942953
249,115210,1439505064
208,2581,940639121
249,104879,1387234520
561,68791,1491091613
382,2990,1515249560
177,112556,1435523615
289,2710,1143424645
534,86911,1459787998
312,316,1043176952
380,5072,1494528916
409,3868,968985606
582,44191,1446794200
603,2470,953928203
105,5785,1446773223
150,141,854203072
132,2987,1157921264
225,1982,949261297
610,6807,1479543348
45,5103,1020802309
345,1244,1342826733
401,134853,1510450386
194,1090,1110316671
543,83134,1377022615
196,47099,1460954512
232,36529,1218166003
240,2,849122404
380,6709,1494071433
164,2916,999708390
345,1203,1342827258
381,41571,1168664758
606,1235,1173572097
301,2011,1211378463
46,173,834788227
186,317,1031087700
408,106489,1467379739
597,1259,941639716
226,2231,1159220125
380,1882,1493667794
30,4993,1500370423
80,72998,1377308733
307,2699,1186085233
304,552,891173703
64,2369,1161620613
414,849,961515354
308,6016,1421373889
183,1196,992331144
219,30810,1194680906
585,428,1307416406
457,2606,993610957
226,2125,1114839197
480,147,1179160762
534,2005,1459787996
57,2530,969754552
45,1307,950723581
19,153,965707889
313,2986,1030475065
474,1959,1105465745
307,708,1186161579
312,903,1043177323
96,1,964772990
479,2986,1039392522
111,79091,1516141074
298,88163,1447517011
318,48082,1321190231
561,4011,1491092061
414,49278,1165787126
105,6365,1446573345
142,588,838932017
249,5574,1355366212
414,44195,1145550074
246,2046,1353864835
215,180,1260905475
380,103228,1508374842
239,2959,1221148027
368,904,971275394
480,7360,1179161373
241,2959,1447536153
166,6333,1189037850
469,3361,965425390
182,785,1055155024
448,805,1019138615
298,784,1479058366
226,1230,1114838315
226,2683,1095662826
412,2278,939114613
186,952,1031087898
503,480,1335219291
98,5618,1532458161
325,2321,1039395636
469,2124,965425798
422,904,989716114
68,81932,1306802929
600,1020,1237716096
485,161,837943320
438,7444,1105654093
307,1339,1186087158
437,371,859721610
108,4639,1042841782
414,2416,961437647
105,56782,1446572688
226,2694,1172040478
527,588,1033175105
16,204,1377476617
559,1391,865096039
282,2858,1378490462
220,6365,1230061442
292,1214,1265680466
249,2355,1355786913
536,434,832839829
38,296,841341163
381,1485,1165975973
599,3476,1498499581
265,1488,965320104
51,1257,1231040856
610,7439,1493846299
411,371,835533073
91,2985,1112712163
414,2340,1016114894
290,1231,975031636
100,3911,1100186007
186,377,1031072855
199,2300,1023654985
109,587,841107643
490,5816,1324376639
599,2571,1519029461
79,246,975281661
52,44191,1468051317
262,141,840305827
514,91529,1533954295
254,5445,1180446236
341,4816,1487285104
57,553,965798574
241,5791,1447540333
28,46723,1236319973
542,3911,1163387886
169,6156,1059494304
606,3363,1171326071
588,50,839316659
62,3578,1521489618
434,541,1270605006
484,367,1342295874
216,4007,975598722
304,1722,896006300
73,35836,1464197105
380,3254,1494804226
372,1206,874416234
596,595,1535709725
19,3424,965705784
322,2599,1217676779
317,7147,1430366465
331,4034,1537157817
113,1955,980087938
132,36517,1164646156
438,1377,1105670478
28,2193,1234337742
552,4701,1112151306
172,2193,1238715978
474,1416,1047043416
445,1136,1454622088
483,778,1178293706
428,8810,1111488417
68,6873,1158535629
114,4896,1485388146
448,216,1034506007
169,5014,1059429153
272,108190,1533566252
545,1438,1240358568
177,955,1435535908
288,1956,1054569482
380,2470,1494803628
610,110102,1493845487
66,2115,1099187073
438,6218,1105650299
28,778,1235806117
534,356,1459787998
381,1911,1167543442
414,1831,961515392
387,2947,1094876855
428,3052,1111487690
227,589,1447209993
365,1704,1488332347
58,248,847719411
17,527,1305696664
220,1258,1230062173
334,27773,1225477716
19,1590,965711946
160,3751,977143717
331,5952,1537157649
330,466,1285905610
429,234,828124616
219,54999,1206231941
610,142488,1493849575
187,608,1161863840
62,111360,1524950167
438,3948,1105649863
414,49286,1199721825
355,60,974966167
332,2762,1352671767
1,2078,964982838
319,115617,1461351785
184,59022,1537094979
438,33493,1116810694
28,4019,1242288498
580,3893,1167861771
408,2791,1467705846
477,2105,1200946320
18,2420,1455749756
495,134130,1458634616
68,1214,1158531713
72,110,1217324791
232,2096,1182910242
343,1196,1202060819
204,3949,1327183487
98,97921,1532457833
265,780,965315212
590,7458,1267150598
219,4638,1195348999
381,44195,1165287076
50,103335,1514239217
156,1248,941922620
500,480,1005527406
325,2023,1039396077
555,1225,978748587
381,47099,1176050612
600,161,1237851095
209,81562,1524522405
182,3005,1055153513
347,377,847645738
232,5903,1206993597
143,31433,1444880347
274,2004,1197015180
298,6537,1447598243
579,3623,960115660
509,1265,1435992443
580,2346,1167861056
610,60074,1493846015
140,5791,1079472463
517,2078,1487956638
313,1247,1030555523
503,356,1335219276
567,78499,1525288289
156,417,946799612
288,2324,1054569590
105,138036,1447580030
159,81845,1508640365
169,1961,1078284723
430,4239,987107877
228,2571,1363222884
248,176371,1534591786
217,5060,955943592
599,153,1498511246
265,1246,965318128
597,1917,941730273
182,3827,1054782415
391,1,1032388077
179,377,840907679
597,2413,941641264
390,110,1250339216
219,7163,1195700669
391,1210,1032389300
20,5015,1054037122
287,551,1110230096
42,520,996215153
249,69481,1347317527
182,3703,1054779876
219,3253,1200977914
491,597,1523207811
201,1196,939227261
219,3826,1195349035
21,7143,1412967530
328,8636,1494211093
597,1288,941639716
334,318,1225480725
464,2959,1275549612
448,4040,1019128616
586,858,1529899254
78,3809,1252573355
140,1616,967049270
387,1036,1094877543
200,3481,1229886433
274,6618,1221511740
414,3763,961437358
132,2908,1157968929
232,1333,1182910719
318,293,1312876259
189,2762,1439465088
600,1321,1237851288
313,2000,1030556220
109,1015,841152134
464,260,1275548679
600,193,1237715525
448,1201,1019124194
318,63113,1256504611
282,1136,1378490033
414,86190,1511537178
221,3435,1118246651
517,1610,1487957815
254,4886,1180446529
354,2985,1200941508
552,2528,1112151442
610,77561,1493845451
40,610,832059622
414,55247,1249835033
232,2804,1141776548
179,376,852114116
354,165,1200870149
162,608,836511478
64,5669,1161520420
318,500,1270751771
249,2951,1349048846
608,519,1117674991
559,218,845476352
119,60074,1436007555
332,2396,1352674449
372,1188,874415902
605,47610,1277175763
368,1327,971273756
91,2268,1112718172
64,1387,1161521187
605,3114,1277175677
437,592,859721399
474,562,1129579373
600,2141,1237709972
164,2640,999708378
453,1653,1005967944
414,2802,961514359
275,2054,1049077156
219,377,1194827061
474,1641,1129579355
610,153,1479544720
125,93510,1474570525
98,1036,1532457796
288,1784,1054569243
314,673,848675249
282,858,1378489615
156,2054,1106855503
398,1207,1311207986
489,3697,1333231924
410,1252,990909349
57,1722,969754379
599,68358,1498501835
517,539,1487953270
200,60074,1229887390
346,247,1133799697
448,1682,1019137845
274,6659,1171786401
241,104841,1447536676
112,2,1513989948
610,86880,1493846112
19,537,965707576
477,69951,1268551277
599,3108,1498524052
132,3977,1157922922
325,194,1039396793
414,594,961518937
66,1845,1099188024
361,1393,1204047992
414,3298,963840670
543,3785,1377022559
328,2028,1494210795
150,3,854203124
82,595,1084467752
140,6879,1067986867
224,1270,971811286
430,6503,1057519280
560,1208,1469647925
288,370,1054568955
339,45672,1460183419
135,3996,1009693267
57,922,965795803
312,382,1043176382
82,5872,1084467373
140,3178,949667403
425,1200,1085477630
534,2683,1459795330
381,78105,1278632715
6,830,845556222
105,8917,1447538047
453,2294,972623138
107,231,832003701
105,4023,1446750340
382,68554,1515248228
602,231,840875558
380,2641,1494803838
132,2858,1157922636
448,1377,1019124094
380,185,1493420292
263,8370,1090948073
186,1702,1031087720
286,1333,1119561537
40,223,832059371
606,3105,1173570353
504,6708,1063644671
229,300,838144346
414,18,961682128
274,3821,1171828527
365,5218,1488332501
351,72998,1328290595
336,32587,1139046729
280,351,1348532062
103,2421,1522172157
325,541,1039398946
555,1259,978820487
474,1735,979180015
140,246,949666758
482,8644,1105396143
368,3247,975828314
608,1377,1117408352
448,103341,1407011635
473,2959,1169351751
339,97938,1461878500
514,1127,1533953749
339,2716,1460182487
448,3578,1019124292
474,1219,1089386307
21,59315,1418063513
462,116797,1420384282
288,1179,976121042
552,4734,1111473091
249,5418,1346757901
554,1381,944900908
600,1235,1237715383
182,1295,1075764822
428,3744,1111523975
491,4896,1522964129
514,3421,1533872578
76,7153,1439168389
8,500,839463624
339,3967,1460868541
606,1204,1171376888
5,290,847435311
22,34437,1268726958
177,1499,1435535370
80,3300,1377308260
212,8972,1523216670
474,2788,1189991138
428,4878,1111487805
16,260,1377476936
64,7090,1161521346
418,356,1461865723
280,5025,1347605012
610,5108,1493849669
66,2463,1113188464
456,628,856883417
534,76093,1459787997
202,1220,974918657
183,1220,992331667
318,2467,1428178600
47,63082,1496205289
84,10,860397812
167,1215,1154721694
368,1343,971275698
235,11,841422530
301,2617,1211378720
68,588,1158531766
462,32,1121921239
344,108190,1420495322
219,928,1194686690
287,2422,1110230120
483,2470,1178358835
244,1480,975091789
239,1222,1221158997
111,5445,1516140766
356,3977,1229143200
298,6754,1447598544
64,3510,1161559646
105,55820,1446571829
590,3994,1258421445
288,2139,978469199
552,3101,1112151404
64,2700,1161519697
552,7143,1112151253
480,2005,1179162005
135,2020,1009693950
235,10,841422389
475,7254,1498030411
68,63859,1261623336
58,231,847718462
580,223,1168085202
418,6807,1461869148
479,1220,1039362337
38,292,841341248
606,3361,1171230612
305,1387,1490211301
311,5944,1057854932
311,1247,1057854260
448,1,1019126661
467,466,919672412
468,111,831400545
217,1589,955943036
379,165,847397247
342,2724,1042822234
163,1721,894217532
18,3147,1455231412
182,1603,1055153706
489,3499,1385824106
110,778,1175330233
480,44022,1179165153
476,339,835021420
606,2193,1172016705
204,1089,1327183252
187,2571,1161863977
21,4638,1376823473
156,1909,1106853850
484,1387,1342295238
282,2115,1378495009
274,32,1171409321
121,555,847656290
525,4720,1476479424
520,924,1326608306
599,68954,1498524302
483,41566,1181496704
36,1094,1100803388
414,3703,961514725
480,42011,1179165071
307,500,1186160992
517,1219,1487953306
450,111,974705774
57,380,965797484
414,2297,961514217
90,1183,856354212
160,379,971114512
606,2455,1171580081
98,46578,1532458168
23,50,1107163741
64,1396,1161528817
10,68954,1455304158
182,1449,1054784032
332,5378,1352671843
227,48738,1447210376
161,2080,1176498595
28,1206,1234516765
436,276,833529846
365,3147,1489796957
66,4149,1113190565
226,4340,1101194126
234,1479,1004407668
103,48780,1431957780
292,3256,990062483
480,5377,1179160500
62,31658,1525869033
310,2355,1078647786
292,69844,1265679748
512,588,841449233
210,2105,1473882045
448,1356,1019124400
22,53519,1268727137
410,154,990729131
479,904,1039362207
541,595,835642969
117,474,844163002
477,1136,1200939813
217,3479,955942041
610,3468,1493850261
62,116797,1521488742
318,1020,1276200045
168,750,1306801677
292,1396,1293562991
380,2694,1494803743
274,69844,1257958718
416,2571,1187496634
4,4896,1007574532
605,60040,1277175876
282,1584,1378495658
135,2502,1009692001
568,2863,1243575892
387,2174,1095116837
452,1387,1013396622
18,44022,1455749359
288,5103,1154534625
201,1307,939227177
577,1220,945967371
226,2335,1096420045
274,553,1171756122
525,520,1476478770
599,1200,1498533615
372,1347,874416842
357,1777,1348628277
554,1213,944902081
103,1222,1477364699
28,1590,1277002267
525,8366,1476477022
73,70286,1464275226
224,1393,971812919
268,2539,940173069
448,5944,1092829876
240,380,849122058
580,4041,1167790109
352,85414,1493674311
304,1196,891173435
274,3471,1171428396
560,2712,1469649838
187,6350,1161850230
168,1086,1306801729
599,542,1519244065
555,1876,978841817
177,5956,1435524666
554,912,944901161
606,1247,1171405335
45,3439,1034344018
193,480,1435856899
212,79702,1490115491
448,880,1170357662
34,1527,1162048875
398,7099,1311208633
301,4896,1211378854
489,1923,1332772953
428,480,1111623775
474,1237,1053021721
202,372,975013501
305,6870,1518858325
